Name,Line,Treatment,Concentration,Day,boutd,sleepd,boutn,sleepn,wakeact,sleeplat,Sex
62_14_229,229,Trifluoperazine2HCl_,3,2,13,409,17,627,2.01485,22,Male
62_14_229,229,Trifluoperazine2HCl_,3,3,15,460,3,669,1.83601,19,Male
62_14_229,229,Trifluoperazine2HCl_,3,4,16,436,7,634,2.25405,34,Male
62_14_229,229,Trifluoperazine2HCl_,3,5,14,451,4,652,1.88724,19,Male
62_15_229,229,Trifluoperazine2HCl_,3,1,6,35,20,465,1.84255,23,Male
62_15_229,229,Trifluoperazine2HCl_,3,2,12,196,5,535,1.67701,18,Male
62_15_229,229,Trifluoperazine2HCl_,3,3,18,200,5,513,1.50481,109,Male
62_15_229,229,Trifluoperazine2HCl_,3,4,11,99,3,543,1.40852,20,Male
62_15_229,229,Trifluoperazine2HCl_,3,5,26,205,3,408,1.92019,3,Male
62_16_229,229,Trifluoperazine2HCl_,3,1,17,263,19,363,2.543,38,Male
62_16_229,229,Trifluoperazine2HCl_,3,2,9,235,28,508,2.46198,46,Male
62_16_229,229,Trifluoperazine2HCl_,3,3,10,319,22,544,2.4766,66,Male
62_16_229,229,Trifluoperazine2HCl_,3,4,15,244,23,546,2.43077,70,Male
62_16_229,229,Trifluoperazine2HCl_,3,5,12,186,15,540,2.29552,55,Male
62_17_229,229,Trifluoperazine2HCl_,4,1,3,19,21,515,2.71744,32,Female
62_17_229,229,Trifluoperazine2HCl_,4,2,5,45,3,642,3.01726,19,Female
62_17_229,229,Trifluoperazine2HCl_,4,3,3,51,1,673,2.96648,4,Female
62_17_229,229,Trifluoperazine2HCl_,4,4,6,61,9,630,2.93591,4,Female
62_17_229,229,Trifluoperazine2HCl_,4,5,9,86,7,671,2.91801,11,Female
62_18_229,229,Trifluoperazine2HCl_,4,1,0,0,16,637,2.1731,17,Female
62_18_229,229,Trifluoperazine2HCl_,4,2,21,183,21,644,1.31158,4,Female
62_18_229,229,Trifluoperazine2HCl_,4,3,18,293,19,644,1.24254,4,Female
62_18_229,229,Trifluoperazine2HCl_,4,4,39,320,21,540,1.52931,9,Female
62_18_229,229,Trifluoperazine2HCl_,4,5,37,481,12,684,1.42182,1,Female
62_19_229,229,Trifluoperazine2HCl_,4,1,1,5,9,562,1.83734,10,Female
62_19_229,229,Trifluoperazine2HCl_,4,2,0,0,9,604,2.00239,11,Female
62_19_229,229,Trifluoperazine2HCl_,4,3,0,0,7,348,1.9011,111,Female
62_19_229,229,Trifluoperazine2HCl_,4,4,4,20,14,454,1.85404,103,Female
62_19_229,229,Trifluoperazine2HCl_,4,5,3,21,18,502,1.89858,65,Female
62_20_229,229,Trifluoperazine2HCl_,4,1,24,188,1,664,1.66327,16,Female
62_20_229,229,Trifluoperazine2HCl_,4,2,26,261,10,691,1.58197,20,Female
62_20_229,229,Trifluoperazine2HCl_,4,3,27,361,3,709,1.78649,7,Female
62_20_229,229,Trifluoperazine2HCl_,4,4,18,232,1,712,1.53226,8,Female
62_20_229,229,Trifluoperazine2HCl_,4,5,24,345,1,715,1.46053,5,Female
62_21_229,229,Trifluoperazine2HCl_,4,1,0,0,7,618,1.59489,11,Female
62_21_229,229,Trifluoperazine2HCl_,4,2,5,63,7,561,1.82966,7,Female
62_21_229,229,Trifluoperazine2HCl_,4,3,3,17,8,505,1.74292,6,Female
62_21_229,229,Trifluoperazine2HCl_,4,4,1,5,15,491,1.77013,10,Female
62_21_229,229,Trifluoperazine2HCl_,4,5,0,0,12,560,1.68295,7,Female
62_22_229,229,Trifluoperazine2HCl_,4,1,12,96,27,536,1.97401,7,Female
62_22_229,229,Trifluoperazine2HCl_,4,2,4,44,18,586,2.47654,24,Female
62_22_229,229,Trifluoperazine2HCl_,4,3,20,203,12,577,1.96515,9,Female
62_22_229,229,Trifluoperazine2HCl_,4,4,19,157,16,496,1.74206,22,Female
62_22_229,229,Trifluoperazine2HCl_,4,5,2,14,16,432,2.08853,48,Female
62_23_229,229,Trifluoperazine2HCl_,4,1,0,0,6,654,2.01018,55,Female
62_23_229,229,Trifluoperazine2HCl_,4,2,0,0,4,663,1.85071,50,Female
62_23_229,229,Trifluoperazine2HCl_,4,3,5,29,1,716,1.42158,4,Female
62_23_229,229,Trifluoperazine2HCl_,4,4,2,20,1,662,1.89842,58,Female
62_23_229,229,Trifluoperazine2HCl_,4,5,6,33,1,711,1.6681,3,Female
62_24_229,229,Trifluoperazine2HCl_,4,1,29,211,10,653,1.26736,5,Female
62_24_229,229,Trifluoperazine2HCl_,4,2,28,283,19,605,1.57428,21,Female
62_24_229,229,Trifluoperazine2HCl_,4,3,27,212,7,627,1.36606,12,Female
62_24_229,229,Trifluoperazine2HCl_,4,4,34,272,9,636,1.04135,34,Female
62_24_229,229,Trifluoperazine2HCl_,4,5,26,185,12,594,1.15885,10,Female
62_25_229,229,Trifluoperazine2HCl_,4,1,11,247,17,271,2.93709,55,Male
62_25_229,229,Trifluoperazine2HCl_,4,2,10,185,20,547,3,59,Male
62_25_229,229,Trifluoperazine2HCl_,4,3,14,196,30,565,2.20471,28,Male
62_25_229,229,Trifluoperazine2HCl_,4,4,10,198,13,586,2.17073,48,Male
62_25_229,229,Trifluoperazine2HCl_,4,5,13,232,21,520,2.34157,96,Male
62_26_229,229,Trifluoperazine2HCl_,4,1,4,27,24,369,2.69157,64,Male
62_26_229,229,Trifluoperazine2HCl_,4,2,3,24,21,447,2.24871,64,Male
62_26_229,229,Trifluoperazine2HCl_,4,3,9,71,17,515,1.85363,24,Male
62_26_229,229,Trifluoperazine2HCl_,4,4,5,56,22,510,1.7643,63,Male
62_26_229,229,Trifluoperazine2HCl_,4,5,6,43,14,434,1.77985,38,Male
62_27_229,229,Trifluoperazine2HCl_,4,1,29,523,10,461,2.91009,64,Male
62_27_229,229,Trifluoperazine2HCl_,4,2,8,496,12,498,2.5,73,Male
62_27_229,229,Trifluoperazine2HCl_,4,3,8,464,15,434,2.33026,55,Male
62_27_229,229,Trifluoperazine2HCl_,4,4,7,499,15,283,2.64286,63,Male
62_27_229,229,Trifluoperazine2HCl_,4,5,14,480,19,399,2.22103,73,Male
62_28_229,229,Trifluoperazine2HCl_,4,1,16,321,18,568,1.57532,49,Male
62_28_229,229,Trifluoperazine2HCl_,4,2,10,404,17,589,1.89038,34,Male
62_28_229,229,Trifluoperazine2HCl_,4,3,11,431,3,627,1.4555,33,Male
62_28_229,229,Trifluoperazine2HCl_,4,4,19,411,4,650,1.55937,22,Male
62_28_229,229,Trifluoperazine2HCl_,4,5,12,457,8,628,1.40282,29,Male
62_29_229,229,Trifluoperazine2HCl_,4,1,8,60,25,362,2.46071,55,Male
62_29_229,229,Trifluoperazine2HCl_,4,2,6,40,20,304,2.62135,75,Male
62_29_229,229,Trifluoperazine2HCl_,4,3,14,114,21,278,2.48664,90,Male
62_29_229,229,Trifluoperazine2HCl_,4,4,6,55,19,227,2.49396,97,Male
62_29_229,229,Trifluoperazine2HCl_,4,5,5,30,24,280,2.2708,89,Male
62_30_229,229,Trifluoperazine2HCl_,4,1,13,216,12,242,2.51426,55,Male
62_30_229,229,Trifluoperazine2HCl_,4,2,15,257,4,454,2.22771,74,Male
62_30_229,229,Trifluoperazine2HCl_,4,3,17,274,5,241,2.23459,72,Male
62_30_229,229,Trifluoperazine2HCl_,4,4,21,228,3,388,2.0449,54,Male
62_30_229,229,Trifluoperazine2HCl_,4,5,22,234,6,416,2.07595,41,Male
62_31_229,229,Trifluoperazine2HCl_,4,1,13,192,16,435,2.20664,47,Male
62_31_229,229,Trifluoperazine2HCl_,4,2,13,281,8,591,2.30458,33,Male
62_31_229,229,Trifluoperazine2HCl_,4,3,18,290,9,614,1.86567,32,Male
62_31_229,229,Trifluoperazine2HCl_,4,4,19,264,11,596,1.68103,35,Male
62_31_229,229,Trifluoperazine2HCl_,4,5,19,259,3,641,1.63519,59,Male
62_32_229,229,Trifluoperazine2HCl_,4,1,12,222,22,306,3.04276,84,Male
62_32_229,229,Trifluoperazine2HCl_,4,2,9,124,11,574,3.12129,50,Male
62_32_229,229,Trifluoperazine2HCl_,4,3,13,170,5,637,2.41706,46,Male
62_32_229,229,Trifluoperazine2HCl_,4,4,10,154,15,611,2.42074,46,Male
62_32_229,229,Trifluoperazine2HCl_,4,5,12,139,17,516,2.11465,39,Male
63_1_900,900,Pizotifen_malate,1,1,30,233,6,577,1.58413,5,Female
63_1_900,900,Pizotifen_malate,1,2,14,95,3,616,1.2085,19,Female
63_1_900,900,Pizotifen_malate,1,3,4,27,3,632,1.53393,10,Female
63_1_900,900,Pizotifen_malate,1,4,6,41,7,650,1.64219,5,Female
63_1_900,900,Pizotifen_malate,1,5,15,112,6,706,1.3955,8,Female
63_2_900,900,Pizotifen_malate,1,1,14,352,5,658,1.42791,31,Female
63_2_900,900,Pizotifen_malate,1,2,16,500,17,604,2.05952,28,Female
63_2_900,900,Pizotifen_malate,1,3,15,402,12,653,2.07013,38,Female
63_2_900,900,Pizotifen_malate,1,4,16,380,7,680,1.86579,31,Female
63_2_900,900,Pizotifen_malate,1,5,19,389,4,673,1.72751,38,Female
63_3_900,900,Pizotifen_malate,1,1,23,298,4,707,1.57241,9,Female
63_3_900,900,Pizotifen_malate,1,2,32,305,8,702,1.5843,7,Female
63_3_900,900,Pizotifen_malate,1,3,21,214,1,707,1.36609,7,Female
63_3_900,900,Pizotifen_malate,1,4,20,148,6,699,1.40978,6,Female
63_3_900,900,Pizotifen_malate,1,5,16,143,1,656,1.51638,64,Female
63_4_900,900,Pizotifen_malate,1,1,21,351,2,654,1.90115,7,Female
63_4_900,900,Pizotifen_malate,1,2,22,386,2,712,1.50292,7,Female
63_4_900,900,Pizotifen_malate,1,3,21,309,1,715,1.24279,5,Female
63_4_900,900,Pizotifen_malate,1,4,18,250,8,679,1.46967,8,Female
63_4_900,900,Pizotifen_malate,1,5,20,275,10,688,1.20335,16,Female
63_5_900,900,Pizotifen_malate,1,1,27,220,31,275,1.38624,74,Female
63_5_900,900,Pizotifen_malate,1,2,21,304,19,534,1.35382,14,Female
63_5_900,900,Pizotifen_malate,1,3,22,226,21,373,1.32699,7,Female
63_5_900,900,Pizotifen_malate,1,4,23,284,33,387,1.23407,20,Female
63_5_900,900,Pizotifen_malate,1,5,20,367,22,232,1.36385,22,Female
63_6_900,900,Pizotifen_malate,1,1,14,249,3,525,1.78078,56,Female
63_6_900,900,Pizotifen_malate,1,2,19,292,4,643,1.47921,54,Female
63_6_900,900,Pizotifen_malate,1,3,16,215,3,624,1.43927,65,Female
63_6_900,900,Pizotifen_malate,1,4,19,235,3,592,1.44209,83,Female
63_6_900,900,Pizotifen_malate,1,5,15,271,8,557,1.46242,120,Female
63_7_900,900,Pizotifen_malate,1,1,7,66,4,617,2.15588,88,Female
63_7_900,900,Pizotifen_malate,1,2,10,161,6,568,2.59634,31,Female
63_7_900,900,Pizotifen_malate,1,3,16,200,17,540,2.97143,11,Female
63_7_900,900,Pizotifen_malate,1,4,14,152,10,539,2.47797,5,Female
63_7_900,900,Pizotifen_malate,1,5,23,302,7,505,1.9921,65,Female
63_8_900,900,Pizotifen_malate,1,1,15,98,8,677,0.96842,28,Female
63_8_900,900,Pizotifen_malate,1,2,22,151,11,661,1.19904,36,Female
63_8_900,900,Pizotifen_malate,1,3,20,164,8,705,1.1296,4,Female
63_8_900,900,Pizotifen_malate,1,4,20,173,16,558,1.3653,12,Female
63_8_900,900,Pizotifen_malate,1,5,12,97,8,626,1.08229,78,Female
63_9_900,900,Pizotifen_malate,1,1,8,512,8,589,3.0944,27,Male
63_9_900,900,Pizotifen_malate,1,2,18,557,6,649,2.69231,38,Male
63_9_900,900,Pizotifen_malate,1,3,11,522,5,615,2.70627,59,Male
63_9_900,900,Pizotifen_malate,1,4,14,519,3,593,2.80183,77,Male
63_9_900,900,Pizotifen_malate,1,5,19,449,7,527,2.24784,89,Male
63_10_900,900,Pizotifen_malate,1,1,22,181,14,130,1.74136,126,Male
63_10_900,900,Pizotifen_malate,1,2,19,236,12,85,1.50223,232,Male
63_10_900,900,Pizotifen_malate,1,3,24,246,7,47,1.66434,265,Male
63_10_900,900,Pizotifen_malate,1,4,20,272,7,120,1.75573,203,Male
63_10_900,900,Pizotifen_malate,1,5,21,276,8,66,1.67668,237,Male
63_11_900,900,Pizotifen_malate,1,1,21,343,12,520,2.41768,55,Male
63_11_900,900,Pizotifen_malate,1,2,15,460,10,501,2.21712,115,Male
63_11_900,900,Pizotifen_malate,1,3,17,394,8,464,2.57732,122,Male
63_11_900,900,Pizotifen_malate,1,4,14,364,6,447,2.23688,148,Male
63_11_900,900,Pizotifen_malate,1,5,13,390,12,373,3.29099,139,Male
63_12_900,900,Pizotifen_malate,1,1,6,103,4,517,2.58537,112,Male
63_12_900,900,Pizotifen_malate,1,2,3,57,6,524,2.27125,146,Male
63_12_900,900,Pizotifen_malate,1,3,5,42,4,556,2.33848,151,Male
63_12_900,900,Pizotifen_malate,1,4,5,44,6,535,2.19628,155,Male
63_12_900,900,Pizotifen_malate,1,5,6,53,16,501,2.26185,176,Male
63_13_900,900,Pizotifen_malate,1,1,16,580,5,661,2.71357,49,Male
63_13_900,900,Pizotifen_malate,1,2,22,621,8,628,2.40314,86,Male
63_13_900,900,Pizotifen_malate,1,3,15,568,8,614,2.96124,97,Male
63_13_900,900,Pizotifen_malate,1,4,14,432,8,596,2.18204,108,Male
63_13_900,900,Pizotifen_malate,1,5,21,515,6,587,2.32544,119,Male
63_14_900,900,Pizotifen_malate,1,1,9,326,14,513,2.70882,21,Male
63_14_900,900,Pizotifen_malate,1,2,9,367,19,388,3.01606,140,Male
63_14_900,900,Pizotifen_malate,1,3,13,316,6,441,3.10688,170,Male
63_14_900,900,Pizotifen_malate,1,4,8,365,6,478,2.80235,179,Male
63_14_900,900,Pizotifen_malate,1,5,10,397,5,455,2.87075,213,Male
63_15_900,900,Pizotifen_malate,1,1,22,469,3,652,3.42633,63,Male
63_15_900,900,Pizotifen_malate,1,2,10,525,7,615,2.54333,97,Male
63_15_900,900,Pizotifen_malate,1,3,19,328,4,614,2.09639,102,Male
63_15_900,900,Pizotifen_malate,1,4,16,360,4,601,2.29854,98,Male
63_15_900,900,Pizotifen_malate,1,5,16,372,4,576,2.37398,124,Male
63_16_900,900,Pizotifen_malate,1,1,14,486,14,668,1.78671,6,Male
63_16_900,900,Pizotifen_malate,1,2,14,552,9,676,1.37264,28,Male
63_16_900,900,Pizotifen_malate,1,3,11,543,7,699,1.29293,9,Male
63_16_900,900,Pizotifen_malate,1,4,20,555,12,667,1.44037,18,Male
63_16_900,900,Pizotifen_malate,1,5,20,547,5,697,1.06122,6,Male
63_17_900,900,Pizotifen_malate,2,1,17,204,8,709,1.57116,1,Female
63_17_900,900,Pizotifen_malate,2,2,19,214,3,706,1.31731,5,Female
63_17_900,900,Pizotifen_malate,2,3,9,119,5,706,1.27967,9,Female
63_17_900,900,Pizotifen_malate,2,4,5,93,1,720,1.20096,0,Female
63_17_900,900,Pizotifen_malate,2,5,7,82,3,710,1.36265,7,Female
63_18_900,900,Pizotifen_malate,2,1,27,404,8,695,1.41935,10,Female
63_18_900,900,Pizotifen_malate,2,2,32,404,7,680,1.46348,0,Female
63_18_900,900,Pizotifen_malate,2,3,32,344,6,591,1.47129,107,Female
63_18_900,900,Pizotifen_malate,2,4,30,390,12,491,1.6941,44,Female
63_18_900,900,Pizotifen_malate,2,5,31,389,13,555,1.64718,71,Female
63_19_900,900,Pizotifen_malate,2,1,15,286,6,653,1.99002,56,Female
63_19_900,900,Pizotifen_malate,2,2,22,422,11,583,1.69885,53,Female
63_19_900,900,Pizotifen_malate,2,3,26,308,9,578,1.70758,28,Female
63_19_900,900,Pizotifen_malate,2,4,21,301,6,580,1.69767,43,Female
63_19_900,900,Pizotifen_malate,2,5,16,310,6,570,1.77857,52,Female
63_20_900,900,Pizotifen_malate,2,1,8,64,8,648,1.52335,6,Female
63_20_900,900,Pizotifen_malate,2,2,5,139,8,654,1.46368,0,Female
63_20_900,900,Pizotifen_malate,2,3,4,142,11,664,1.40694,13,Female
63_20_900,900,Pizotifen_malate,2,4,12,215,6,635,1.54407,16,Female
63_20_900,900,Pizotifen_malate,2,5,6,132,5,448,1.37558,19,Female
63_21_900,900,Pizotifen_malate,2,1,17,253,2,646,2.18854,72,Female
63_21_900,900,Pizotifen_malate,2,2,13,383,3,575,2.40664,133,Female
63_21_900,900,Pizotifen_malate,2,3,18,448,2,565,2.33021,72,Female
63_21_900,900,Pizotifen_malate,2,4,15,238,2,710,1.7561,9,Female
63_21_900,900,Pizotifen_malate,2,5,18,328,5,574,2.18587,33,Female
63_22_900,900,Pizotifen_malate,2,1,2,12,13,586,1.25653,13,Female
63_22_900,900,Pizotifen_malate,2,2,20,241,8,493,1.26204,11,Female
63_22_900,900,Pizotifen_malate,2,3,14,103,6,706,1.09984,7,Female
63_22_900,900,Pizotifen_malate,2,4,15,108,8,575,1.46499,4,Female
63_22_900,900,Pizotifen_malate,2,5,24,199,3,557,1.43713,18,Female
63_23_900,900,Pizotifen_malate,2,1,24,280,17,505,1.78168,39,Female
63_23_900,900,Pizotifen_malate,2,2,32,338,11,676,1.51878,0,Female
63_23_900,900,Pizotifen_malate,2,3,25,285,11,607,1.77737,5,Female
63_23_900,900,Pizotifen_malate,2,4,25,280,7,497,1.79638,27,Female
63_23_900,900,Pizotifen_malate,2,5,22,261,15,602,1.83016,28,Female
63_24_900,900,Pizotifen_malate,2,1,18,167,11,699,1.58711,2,Female
63_24_900,900,Pizotifen_malate,2,2,22,257,5,705,1.60042,5,Female
63_24_900,900,Pizotifen_malate,2,3,12,188,4,716,1.57276,0,Female
63_24_900,900,Pizotifen_malate,2,4,13,84,5,711,1.72093,0,Female
63_24_900,900,Pizotifen_malate,2,5,11,170,3,713,1.62657,5,Female
63_25_900,900,Pizotifen_malate,2,1,20,566,5,652,2.19369,57,Male
63_25_900,900,Pizotifen_malate,2,2,8,631,9,601,3.05769,77,Male
63_25_900,900,Pizotifen_malate,2,3,11,550,3,632,2.42248,86,Male
63_25_900,900,Pizotifen_malate,2,4,12,513,6,568,1.86908,92,Male
63_25_900,900,Pizotifen_malate,2,5,26,405,5,508,1.34915,177,Male
63_26_900,900,Pizotifen_malate,2,1,12,296,8,401,1.98923,92,Male
63_26_900,900,Pizotifen_malate,2,2,10,411,7,337,2.01879,195,Male
63_26_900,900,Pizotifen_malate,2,3,10,393,11,237,1.81852,192,Male
63_26_900,900,Pizotifen_malate,2,4,10,352,12,192,1.85603,201,Male
63_26_900,900,Pizotifen_malate,2,5,14,401,12,167,1.47592,257,Male
63_27_900,900,Pizotifen_malate,2,1,9,511,7,555,2.43583,88,Male
63_27_900,900,Pizotifen_malate,2,2,10,571,8,526,2.77551,125,Male
63_27_900,900,Pizotifen_malate,2,3,11,557,4,546,2.94659,171,Male
63_27_900,900,Pizotifen_malate,2,4,13,505,7,530,2.64198,175,Male
63_27_900,900,Pizotifen_malate,2,5,13,462,3,540,2.4726,176,Male
63_28_900,900,Pizotifen_malate,2,1,17,331,6,614,2.53131,54,Male
63_28_900,900,Pizotifen_malate,2,2,13,386,19,539,2.30874,116,Male
63_28_900,900,Pizotifen_malate,2,3,17,387,7,581,2.54449,109,Male
63_28_900,900,Pizotifen_malate,2,4,16,399,5,503,2.16171,124,Male
63_28_900,900,Pizotifen_malate,2,5,16,403,7,569,2.32906,138,Male
63_29_900,900,Pizotifen_malate,2,1,10,527,3,640,2.64835,76,Male
63_29_900,900,Pizotifen_malate,2,2,14,604,3,610,2.59292,100,Male
63_29_900,900,Pizotifen_malate,2,3,15,594,10,566,2.52143,130,Male
63_29_900,900,Pizotifen_malate,2,4,14,565,12,526,2.45559,151,Male
63_29_900,900,Pizotifen_malate,2,5,11,541,4,560,2.54277,152,Male
63_30_900,900,Pizotifen_malate,2,1,13,571,2,662,2.79227,57,Male
63_30_900,900,Pizotifen_malate,2,2,15,686,4,632,2.96721,78,Male
63_30_900,900,Pizotifen_malate,2,3,10,562,6,635,2.73251,78,Male
63_30_900,900,Pizotifen_malate,2,4,16,519,4,625,2.77027,91,Male
63_30_900,900,Pizotifen_malate,2,5,10,518,4,597,2.09846,106,Male
63_31_900,900,Pizotifen_malate,2,1,17,500,3,614,3.10123,67,Male
63_31_900,900,Pizotifen_malate,2,2,19,558,5,633,3.10843,81,Male
63_31_900,900,Pizotifen_malate,2,3,19,523,12,583,3.06287,105,Male
63_31_900,900,Pizotifen_malate,2,4,12,477,3,578,2.94026,118,Male
63_31_900,900,Pizotifen_malate,2,5,24,447,5,547,2.71525,143,Male
63_32_900,900,Pizotifen_malate,2,1,28,532,11,518,2.36667,105,Male
63_32_900,900,Pizotifen_malate,2,2,18,344,14,552,1.61213,104,Male
63_32_900,900,Pizotifen_malate,2,3,18,361,10,449,1.61111,147,Male
63_32_900,900,Pizotifen_malate,2,4,22,432,15,400,1.77138,1,Male
63_32_900,900,Pizotifen_malate,2,5,27,429,21,352,1.55994,14,Male
64_1_900,900,Pizotifen_malate,3,1,17,492,3,664,1.54225,52,Female
64_1_900,900,Pizotifen_malate,3,2,21,549,6,634,1.42412,75,Female
64_1_900,900,Pizotifen_malate,3,3,17,606,11,590,1.76639,102,Female
64_1_900,900,Pizotifen_malate,3,4,21,479,4,610,1.84046,89,Female
64_1_900,900,Pizotifen_malate,3,5,18,510,4,637,1.80205,50,Female
64_2_900,900,Pizotifen_malate,3,1,20,117,5,488,1.79281,27,Female
64_2_900,900,Pizotifen_malate,3,2,19,208,12,677,1.4991,3,Female
64_2_900,900,Pizotifen_malate,3,3,16,212,14,687,1.5268,8,Female
64_2_900,900,Pizotifen_malate,3,4,17,203,6,698,1.65306,5,Female
64_2_900,900,Pizotifen_malate,3,5,17,206,10,690,1.60846,7,Female
64_3_900,900,Pizotifen_malate,3,1,22,295,9,567,1.74913,17,Female
64_3_900,900,Pizotifen_malate,3,2,35,398,5,708,1.40719,5,Female
64_3_900,900,Pizotifen_malate,3,3,17,238,9,689,1.45029,5,Female
64_3_900,900,Pizotifen_malate,3,4,20,279,11,684,1.57442,13,Female
64_3_900,900,Pizotifen_malate,3,5,26,267,7,705,1.36752,7,Female
64_4_900,900,Pizotifen_malate,3,1,26,288,32,528,1.96795,37,Female
64_4_900,900,Pizotifen_malate,3,2,28,273,23,407,1.48816,31,Female
64_4_900,900,Pizotifen_malate,3,3,29,328,25,445,1.44828,25,Female
64_4_900,900,Pizotifen_malate,3,4,32,367,23,425,1.6142,106,Female
64_4_900,900,Pizotifen_malate,3,5,31,341,21,360,1.42219,132,Female
64_5_900,900,Pizotifen_malate,3,1,20,179,22,552,1.75599,31,Female
64_5_900,900,Pizotifen_malate,3,2,22,206,10,596,1.54702,11,Female
64_5_900,900,Pizotifen_malate,3,3,16,137,11,481,1.60949,85,Female
64_5_900,900,Pizotifen_malate,3,4,22,218,10,411,1.66215,23,Female
64_5_900,900,Pizotifen_malate,3,5,25,216,15,461,1.65924,132,Female
64_6_900,900,Pizotifen_malate,3,1,13,118,7,297,1.8322,37,Female
64_6_900,900,Pizotifen_malate,3,2,13,122,4,706,1.5817,10,Female
64_6_900,900,Pizotifen_malate,3,3,13,130,3,444,1.98383,11,Female
64_6_900,900,Pizotifen_malate,3,4,13,109,8,526,1.72671,28,Female
64_6_900,900,Pizotifen_malate,3,5,16,127,5,440,1.84651,23,Female
64_7_900,900,Pizotifen_malate,3,1,24,244,9,648,1.53832,36,Female
64_7_900,900,Pizotifen_malate,3,2,28,333,5,652,1.55824,34,Female
64_7_900,900,Pizotifen_malate,3,3,25,409,3,621,1.5122,95,Female
64_7_900,900,Pizotifen_malate,3,4,25,348,3,604,1.31557,113,Female
64_7_900,900,Pizotifen_malate,3,5,26,338,9,654,1.56473,8,Female
64_9_900,900,Pizotifen_malate,3,1,10,485,4,532,2.69976,75,Male
64_9_900,900,Pizotifen_malate,3,2,8,461,8,504,2.23158,133,Male
64_9_900,900,Pizotifen_malate,3,3,10,466,3,570,2.40594,128,Male
64_9_900,900,Pizotifen_malate,3,4,9,351,2,558,2.60829,159,Male
64_9_900,900,Pizotifen_malate,3,5,3,502,8,515,2.41608,189,Male
64_10_900,900,Pizotifen_malate,3,1,8,315,4,595,3.4717,40,Male
64_10_900,900,Pizotifen_malate,3,2,9,303,18,575,3.37367,33,Male
64_10_900,900,Pizotifen_malate,3,3,11,375,19,645,3.09286,28,Male
64_10_900,900,Pizotifen_malate,3,4,10,292,10,617,2.92844,22,Male
64_10_900,900,Pizotifen_malate,3,5,6,190,16,498,2.81649,44,Male
64_11_900,900,Pizotifen_malate,3,1,9,216,7,457,2.08214,69,Male
64_11_900,900,Pizotifen_malate,3,2,14,297,13,475,2.45808,143,Male
64_11_900,900,Pizotifen_malate,3,3,9,256,14,175,2.33796,193,Male
64_11_900,900,Pizotifen_malate,3,4,11,233,15,138,2.37886,270,Male
64_11_900,900,Pizotifen_malate,3,5,8,281,15,224,2.31765,246,Male
64_12_900,900,Pizotifen_malate,3,1,14,516,11,612,2.42949,63,Male
64_12_900,900,Pizotifen_malate,3,2,13,552,14,539,2.77937,98,Male
64_12_900,900,Pizotifen_malate,3,3,19,479,5,599,1.92818,88,Male
64_12_900,900,Pizotifen_malate,3,4,10,473,9,525,2.1267,117,Male
64_12_900,900,Pizotifen_malate,3,5,12,402,6,456,2.12371,169,Male
64_13_900,900,Pizotifen_malate,3,1,10,372,19,635,4.03926,36,Male
64_13_900,900,Pizotifen_malate,3,2,8,436,2,637,3.75204,67,Male
64_13_900,900,Pizotifen_malate,3,3,8,358,6,669,3.84988,46,Male
64_13_900,900,Pizotifen_malate,3,4,9,296,7,646,3.58032,66,Male
64_13_900,900,Pizotifen_malate,3,5,8,332,9,641,3.29764,55,Male
64_14_900,900,Pizotifen_malate,3,1,15,529,6,576,4.11045,57,Male
64_14_900,900,Pizotifen_malate,3,2,17,637,12,541,2.6145,12,Male
64_14_900,900,Pizotifen_malate,3,3,11,626,18,556,2.48062,17,Male
64_14_900,900,Pizotifen_malate,3,4,13,537,2,604,2.79599,89,Male
64_14_900,900,Pizotifen_malate,3,5,16,515,4,556,2.65312,107,Male
64_15_900,900,Pizotifen_malate,3,1,21,353,9,634,3.24945,16,Male
64_15_900,900,Pizotifen_malate,3,2,24,367,13,673,2.805,19,Male
64_15_900,900,Pizotifen_malate,3,3,15,277,7,659,2.97817,19,Male
64_15_900,900,Pizotifen_malate,3,4,7,389,4,654,3.43577,63,Male
64_15_900,900,Pizotifen_malate,3,5,9,386,6,627,3.14988,77,Male
64_16_900,900,Pizotifen_malate,3,1,8,320,8,564,2.29676,73,Male
64_16_900,900,Pizotifen_malate,3,2,11,448,12,603,2.25193,86,Male
64_16_900,900,Pizotifen_malate,3,3,14,266,5,603,2.02277,110,Male
64_16_900,900,Pizotifen_malate,3,4,28,287,14,498,1.80611,129,Male
64_16_900,900,Pizotifen_malate,3,5,27,376,11,476,1.7517,105,Male
64_17_900,900,Pizotifen_malate,4,1,12,97,5,693,1.77692,21,Female
64_17_900,900,Pizotifen_malate,4,2,24,185,8,692,1.63943,15,Female
64_17_900,900,Pizotifen_malate,4,3,25,248,7,631,1.51693,65,Female
64_17_900,900,Pizotifen_malate,4,4,20,243,5,698,1.4489,10,Female
64_17_900,900,Pizotifen_malate,4,5,17,157,9,661,1.53859,19,Female
64_18_900,900,Pizotifen_malate,4,1,16,245,13,627,2.18134,37,Female
64_18_900,900,Pizotifen_malate,4,2,26,325,11,628,1.94661,32,Female
64_18_900,900,Pizotifen_malate,4,3,19,290,3,685,1.56344,25,Female
64_18_900,900,Pizotifen_malate,4,4,22,285,5,690,1.57419,19,Female
64_18_900,900,Pizotifen_malate,4,5,26,345,12,672,2.43026,7,Female
